"Faction","X","Y"
"Neutral","-994","-1115"
"Neutral","-1080","483"
"Neutral","569","-1786"
"Neutral","335","65"
"Neutral","129","-1391"
"Neutral","153","2328"
"Neutral","1739","2371"
"Neutral","-764","755"
"Neutral","1683","-2463"
"Neutral","584","-1060"
"Neutral","-3130","332"
"Neutral","-281","-708"
"Neutral","-2544","-315"
"Neutral","-2447","-1124"
"Foralkan","730","-582"
"Neutral","-987","502"
"Neutral","1757","-265"
"Neutral","2630","266"
"Neutral","2154","2716"
"Neutral","-1080","3081"
"Neutral","-1297","2399"
"Neutral","1986","232"
"Neutral","-413","221"
"Neutral","-2177","7"
"Kavani","207","1340"
"Neutral","-899","-2100"
"Neutral","-789","2105"
"Neutral","-530","-1401"
"Neutral","-579","-2901"
"Neutral","372","-921"
"Neutral","594","-318"
"Neutral","-2102","-1849"
"Neutral","1116","1002"
"Neutral","2970","-146"
"Neutral","-2686","-1543"
"Neutral","-1169","2704"
"Foralkan","972","-375"
"Neutral","-1237","3041"
"Neutral","-1690","-579"
"Neutral","-121","-1309"
"Neutral","-194","263"
"Neutral","2161","1411"
"Neutral","-994","3029"
"Neutral","463","290"
"Neutral","3406","-333"
"Foralkan","979","-933"
"Neutral","1802","-860"
"Neutral","2618","-301"
"Neutral","-1097","748"
"Neutral","894","-1276"
"Kavani","448","1077"
"Neutral","2668","2400"
"Neutral","269","-231"
"Neutral","-1651","-1763"
"Neutral","2620","54"
"Neutral","-547","238"
"Neutral","1982","2636"
"Neutral","997","-2889"
"Neutral","2706","2329"
"Neutral","2314","1491"
"Neutral","2062","1085"
"Neutral","-726","-2064"
"Neutral","1582","1375"
"Neutral","1409","-1701"
"Neutral","466","2489"
"Neutral","1926","-1803"
"Neutral","112","-284"
"Neutral","530","3325"
"Neutral","1428","1745"
"Neutral","-874","-1585"
"Neutral","-1055","2073"
"Lycentian","-899","-364"
"Neutral","-1371","3035"
"Neutral","784","1764"
"Neutral","-136","2923"
"Neutral","-1552","2558"
"Neutral","210","3111"
"Foralkan","1100","-846"
"Neutral","685","3444"
"Neutral","662","2372"
"Neutral","-1291","1503"
"Neutral","-2399","1511"
"Neutral","1798","-2338"
"Neutral","-2709","-6"
"Neutral","-2122","817"
"Kavani","185","1056"
"Neutral","-2226","791"
"Neutral","318","2066"
"Neutral","2156","2646"
"Neutral","-2301","-2128"
"Kavani","562","1399"
"Lycentian","-211","-375"
"Neutral","141","-2730"
"Neutral","1966","-1151"
"Neutral","-531","2608"
"Neutral","-2271","-589"
"Neutral","-1020","2973"
"Neutral","2551","-1145"
"Neutral","902","-1480"
"Neutral","1435","2802"
"Neutral","2850","841"
"Neutral","-1555","1240"
"Neutral","3495","-290"
"Neutral","-1207","-1254"
"Neutral","-2637","305"
"Neutral","-723","613"
"Kavani","78","1433"
"Neutral","-601","-2717"
"Neutral","1797","233"
"Neutral","-2062","-1934"
"Neutral","-1013","2229"
"Neutral","2782","-1891"
"Lycentian","-476","-879"
"Neutral","935","3491"
"Neutral","-2332","-1344"
"Neutral","-753","-1799"
"Neutral","-1875","346"
"Neutral","-303","-1070"
"Lycentian","-252","-534"
"Neutral","-1487","-2271"
"Neutral","-2259","-1389"
"Neutral","1936","395"
"Neutral","1913","1380"
"Neutral","381","1988"
"Neutral","-148","3237"
"Neutral","1910","329"
"Neutral","-461","1214"
"Neutral","922","2973"
"Neutral","-136","-1759"
"Neutral","-635","1081"
"Neutral","-721","2209"
"Neutral","-2682","11"
"Neutral","2783","-201"
"Neutral","-374","726"
"Neutral","-696","1288"
"Neutral","1722","2831"
"Neutral","-2319","921"
"Neutral","-2666","92"
"Neutral","-1823","-1013"
"Neutral","3012","-1083"
"Neutral","1593","2899"
"Neutral","-1791","1071"
"Neutral","-249","1325"
"Neutral","626","-2649"
"Neutral","-2260","1714"
"Lycentian","-523","-944"
"Neutral","-19","-979"
"Neutral","1261","592"
"Neutral","3069","1221"
"Neutral","233","1772"
"Neutral","-1002","-2224"
"Neutral","-504","1790"
"Neutral","-2888","939"
"Neutral","230","863"
"Neutral","-223","3510"
"Neutral","-2252","944"
"Neutral","-398","-2978"
"Neutral","1734","194"
"Neutral","2795","1480"
"Neutral","-645","-1490"
"Neutral","2633","2004"
"Neutral","3446","-352"
"Neutral","-678","804"
"Neutral","-658","903"
"Kavani","819","1141"
"Neutral","-1373","2479"
"Neutral","700","-947"
"Neutral","-2299","-330"
"Neutral","-1234","-2279"
"Lycentian","-863","-678"
"Neutral","-1853","595"
"Neutral","128","2742"
"Neutral","1979","816"
"Neutral","2967","-877"
"Neutral","1501","601"
"Neutral","-1316","-1845"
"Neutral","2534","506"
"Neutral","-2114","2727"
"Neutral","1973","2034"
"Neutral","-2496","-1032"
"Neutral","943","877"
"Neutral","-1791","-457"
"Neutral","-580","317"
"Lycentian","-588","-167"
"Neutral","2624","-2335"
"Neutral","-2533","107"
"Neutral","-688","1888"
"Neutral","1957","2231"
"Lycentian","-799","-284"
"Neutral","509","-1833"
"Neutral","-3093","395"
"Neutral","-191","229"
"Neutral","1011","-1816"
"Lycentian","-473","-613"
"Neutral","-1991","-1913"
"Neutral","-1840","508"
"Neutral","-2168","2813"
"Neutral","-25","-865"
"Neutral","-2328","-491"
"Neutral","-724","-3157"
"Neutral","-1951","-59"
"Neutral","1098","3409"
"Neutral","223","789"
"Neutral","-1667","-1705"
"Neutral","-3073","-337"
"Neutral","2209","-1877"
"Neutral","392","2692"
"Neutral","476","-1403"
"Neutral","9","-273"
"Neutral","1198","3403"
"Neutral","-1660","264"
"Neutral","9","-2341"
"Neutral","1011","3048"
"Neutral","-1021","1599"
"Neutral","-74","-1434"
"Neutral","2695","124"
"Neutral","289","2681"
"Neutral","1576","-1971"
"Neutral","1128","1637"
"Neutral","3437","837"
"Neutral","-922","-902"
"Neutral","75","509"
"Neutral","1557","2343"
"Neutral","2974","86"
"Neutral","3002","772"
"Neutral","-179","131"
"Neutral","2735","-2231"
"Foralkan","1118","-1032"
"Neutral","2599","1497"
"Neutral","1291","628"
"Neutral","3522","-740"
"Neutral","-1273","-94"
"Neutral","1905","-1875"
"Neutral","1005","1827"
"Neutral","18","2302"
"Neutral","998","2845"
"Neutral","-122","3285"
"Neutral","-62","-1153"
"Neutral","-2259","1681"
"Neutral","-538","2967"
"Neutral","320","-190"
"Neutral","277","2125"
"Neutral","1693","2587"
"Neutral","2275","-1810"
"Neutral","-3081","-744"
"Neutral","-1623","234"
"Neutral","304","-2910"
"Neutral","-147","-881"
"Neutral","-1841","-1092"
"Neutral","676","589"
"Neutral","642","-702"
"Neutral","-3060","770"
"Neutral","-1720","-1317"
"Neutral","337","-951"
"Neutral","-560","-1987"
"Neutral","-57","1331"
"Neutral","266","482"
"Neutral","3225","557"
"Neutral","-767","1822"
"Neutral","85","-530"
"Neutral","-1304","3098"
"Neutral","657","-1416"
"Neutral","-113","2664"
"Neutral","-2922","124"
"Neutral","235","2959"
"Neutral","-2640","630"
"Neutral","2093","-378"
"Neutral","-2536","1243"
"Neutral","-2279","1336"
"Neutral","258","690"
"Neutral","2482","-1184"
"Neutral","-128","-1538"
"Neutral","2627","-1626"
"Neutral","-944","-983"
"Lycentian","-864","-171"
"Neutral","-2029","813"
"Neutral","2402","2692"
"Neutral","-218","344"
"Neutral","27","-3064"
"Neutral","887","-55"
"Neutral","297","-147"
"Neutral","1825","-1682"
"Neutral","-854","248"
"Neutral","1363","205"
"Neutral","-1958","191"
"Neutral","253","-743"
"Lycentian","-661","-907"
"Neutral","-1813","1007"
"Neutral","1261","1962"
"Neutral","-485","1284"
"Neutral","2127","2754"
"Neutral","654","3447"
"Neutral","656","-961"
"Neutral","2754","2809"
"Neutral","3340","-327"
"Neutral","3430","900"
"Neutral","-782","664"
"Neutral","-527","-2600"
"Neutral","2781","1913"
"Neutral","84","-2470"
"Neutral","-1895","529"
"Neutral","-2299","-868"
"Neutral","-1404","2395"
"Neutral","-1867","-886"
"Neutral","1437","2888"
"Neutral","3390","-509"
"Neutral","633","11"
"Neutral","-5","335"
"Neutral","-967","-1515"
"Neutral","2747","2730"
"Neutral","3440","-527"
"Neutral","-6","1608"
"Neutral","-7","-2401"
"Neutral","-762","-1003"
"Neutral","-676","332"
"Neutral","-1242","999"
"Neutral","106","1691"
"Neutral","-801","167"
"Neutral","-2087","2497"
"Neutral","-2927","1137"
"Neutral","953","3542"
"Neutral","-923","674"
"Neutral","1902","-833"
"Neutral","3078","121"
"Neutral","1701","2980"
"Kavani","213","1173"
"Neutral","2907","148"
"Neutral","-1391","-2116"
"Neutral","2027","1116"
"Neutral","-2753","876"
"Neutral","-2166","1772"
"Neutral","236","-2985"
"Neutral","2399","840"
"Neutral","3052","-1383"
"Neutral","1335","3170"
"Neutral","-1312","1578"
"Neutral","-513","238"
"Neutral","-275","1308"
"Neutral","2234","-420"
"Lycentian","-812","-587"
"Neutral","-270","605"
"Neutral","-99","696"
"Neutral","-1131","3114"
"Neutral","2198","-112"
"Neutral","1543","2501"
"Neutral","-883","212"
"Neutral","-559","-1284"
"Neutral","543","-2378"
"Neutral","-2540","-1155"
"Neutral","2911","1141"
"Neutral","161","2700"
"Neutral","2239","969"
"Neutral","3479","-453"
"Neutral","-2771","-1317"
"Neutral","902","-1823"
"Neutral","125","-3132"
"Foralkan","1374","-1097"
"Neutral","2862","-1500"
"Foralkan","759","-531"
"Neutral","-2269","-283"
"Neutral","3136","1501"
"Neutral","950","2857"
"Neutral","-3106","65"
"Lycentian","-912","-206"
"Syndicate","-1823","882"
"Neutral","476","1823"
"Neutral","1517","1483"
"Lycentian","-489","-240"
"Neutral","-741","2506"
"Neutral","2877","1226"
"Neutral","1526","-1227"
"Neutral","-797","-1101"
"Neutral","-1318","-731"
"Neutral","1912","2673"
"Neutral","2523","-1613"
"Neutral","-516","136"
"Neutral","-612","270"
"Neutral","-879","933"
"Neutral","1296","1077"
"Neutral","-1837","543"
"Neutral","1349","-2410"
"Neutral","-170","-1193"
"Lycentian","-451","-494"
"Neutral","938","988"
"Neutral","3003","-1218"
"Neutral","2482","1308"
"Lycentian","-456","-447"
"Neutral","210","-3205"
"Neutral","314","703"
"Neutral","2874","-569"
"Neutral","2804","-986"
"Neutral","1715","151"
"Neutral","-2152","-706"
"Neutral","-1656","-1641"
"Neutral","-1210","2761"
"Neutral","-1348","-652"
"Neutral","-1083","-628"
"Neutral","-1576","1423"
"Neutral","2659","1836"
"Neutral","-738","1199"
"Neutral","-248","2791"
"Neutral","-744","-2892"
"Neutral","-2793","859"
"Neutral","769","3152"
"Neutral","-936","2234"
"Kavani","508","1450"
"Neutral","-2099","-1565"
"Neutral","2143","2390"
"Neutral","-1120","1019"
"Neutral","-150","-1918"
"Neutral","-2075","562"
"Neutral","-1616","-2509"
"Neutral","-1724","-811"
"Neutral","742","2681"
"Neutral","1510","2929"
"Neutral","436","2413"
"Neutral","-1099","-955"
"Neutral","-2610","546"
"Neutral","1497","-520"
"Neutral","1274","-2711"
"Neutral","189","2079"
"Neutral","2506","-1687"
"Lycentian","-541","36"
"Neutral","-2378","-576"
"Neutral","-2099","1403"
"Neutral","1889","-1322"
"Neutral","1808","-339"
"Neutral","1429","1442"
"Neutral","2076","2066"
"Neutral","-2383","-435"
"Neutral","-2935","789"
"Neutral","-1101","2930"
"Neutral","-712","-1671"
"Neutral","621","-2223"
"Neutral","2357","938"
"Neutral","-936","-2476"
"Neutral","1032","-1779"
"Foralkan","1201","-501"
"Neutral","3459","645"
"Neutral","1516","2799"
"Neutral","687","2741"
"Neutral","-845","-1305"
"Neutral","-2490","-1159"
"Neutral","62","2755"
"Neutral","23","2137"
"Neutral","-1574","1329"
"Neutral","621","3377"
"Neutral","-1939","-661"
"Neutral","786","2509"
"Neutral","-531","1813"
"Neutral","-869","2013"
"Neutral","3119","-529"
"Neutral","-2568","-93"
"Neutral","1417","-1308"
"Neutral","592","-2936"
"Neutral","2280","-339"
"Neutral","161","2063"
"Neutral","-2196","-1725"
"Neutral","703","-2169"
"Lycentian","-699","-830"
"Neutral","1648","1498"
"Neutral","3018","-1245"
"Neutral","-646","-2827"
"Neutral","-1134","974"
"Neutral","1139","-1536"
"Neutral","963","-2592"
"Neutral","-131","-2260"
"Neutral","-2603","-1334"
"Neutral","1713","803"
"Neutral","-278","-1792"
"Neutral","-2294","745"
"Neutral","804","-3098"
"Neutral","1831","-891"
"Neutral","-2657","-1388"
"Neutral","1258","2218"
"Neutral","755","3381"
"Neutral","2824","-2172"
"Neutral","-1823","577"
"Neutral","-1965","240"
"Neutral","-98","728"
"Neutral","-87","-944"
"Syndicate","-1899","852"
"Neutral","1818","3174"
"Neutral","577","-1402"
"Neutral","-1465","-147"
"Neutral","1574","663"
"Neutral","2513","428"
"Neutral","-1433","-254"
"Neutral","2232","-1818"
"Neutral","-371","1205"
"Neutral","-94","-104"
"Neutral","-2335","-2169"
"Neutral","1051","-3087"
"Neutral","3001","-1292"
"Neutral","-2433","247"
"Neutral","-552","-2158"
"Neutral","-2550","1464"
"Kavani","844","1175"
"Neutral","2944","1873"
"Neutral","1446","2595"
"Neutral","-1290","1648"
"Neutral","-52","-375"
"Neutral","-237","-2381"
"Neutral","1104","136"
"Neutral","-1540","-2718"
"Neutral","2391","-892"
"Neutral","2589","-2313"
"Neutral","-2650","-700"
"Neutral","2098","725"
"Neutral","1362","646"
"Neutral","-519","-1886"
"Neutral","-27","-438"
"Neutral","-2755","-281"
"Neutral","1099","238"
"Neutral","2075","-1686"
"Neutral","1619","1803"
"Neutral","-1874","-942"
"Neutral","-1064","-686"
"Neutral","2355","1512"
"Neutral","2057","1299"
"Neutral","-1303","2031"
"Neutral","660","-2592"
"Neutral","426","-2989"
"Neutral","1949","-1254"
"Neutral","-2667","844"
"Neutral","-1389","-174"
"Neutral","1073","2148"
"Neutral","1855","-1367"
"Neutral","2264","2090"
"Neutral","-1013","-2027"
"Kavani","772","1331"
"Lycentian","-638","-845"
"Neutral","-556","3058"
"Neutral","-608","163"
"Neutral","-1841","967"
"Neutral","886","1781"
"Neutral","-1671","-1229"
"Neutral","2569","2016"
"Neutral","-3094","309"
"Neutral","-539","1275"
"Neutral","2644","2428"
"Neutral","1490","3006"
"Neutral","2082","1468"
"Neutral","-735","-1135"
"Foralkan","1131","-898"
"Neutral","2543","-1453"
"Neutral","-2113","-1803"
"Neutral","-2129","-2131"
"Neutral","1739","2900"
"Neutral","-2246","-163"
"Neutral","-3191","399"
"Neutral","1745","536"
"Neutral","1505","921"
"Neutral","-2451","1487"
"Neutral","1308","2188"
"Neutral","2495","-543"
"Neutral","-3169","353"
"Lycentian","-968","-247"
"Neutral","259","2579"
"Neutral","1040","-1659"
"Neutral","-2140","634"
"Neutral","531","-1474"
"Neutral","-2294","-1709"
"Neutral","-3128","-592"
"Neutral","-1783","2240"
"Neutral","927","-3126"
"Neutral","-339","3473"
"Neutral","-792","585"
"Foralkan","973","-1109"
"Neutral","89","-1153"
"Neutral","-1929","-1022"
"Neutral","-2090","-931"
"Neutral","-1470","3144"
"Neutral","3138","-585"
"Kavani","663","736"
"Neutral","3042","1447"
"Neutral","1818","50"
"Neutral","2143","1476"
"Neutral","135","2202"
"Lycentian","-827","-782"
"Neutral","561","-2850"
"Neutral","-915","-970"
"Neutral","3318","-136"
"Neutral","1870","1445"
"Neutral","600","28"
"Neutral","-28","796"
"Neutral","548","-3114"
"Neutral","-1545","1209"
"Neutral","-1041","-1382"
"Neutral","-2077","1845"
"Neutral","-629","3091"
"Neutral","763","-2551"
"Neutral","-2610","1230"
"Neutral","-1333","-109"
"Neutral","1347","2099"
"Neutral","-2532","-554"
"Neutral","1302","-2026"
"Neutral","315","3034"
"Neutral","933","-2301"
"Neutral","539","107"
"Neutral","2028","748"
"Neutral","-1470","-93"
"Kavani","43","1482"
"Neutral","2085","816"
"Neutral","-1686","-1679"
"Neutral","-1123","-1895"
"Neutral","1352","-2058"
"Neutral","297","-2515"
"Neutral","36","-2425"
"Neutral","-88","-429"
"Neutral","1350","110"
"Neutral","-526","-2041"
"Kavani","174","1143"
"Neutral","903","-1329"
"Neutral","2424","1667"
"Neutral","597","-2890"
"Neutral","600","-1433"
"Neutral","-31","1237"
"Neutral","1212","196"
"Neutral","-2996","483"
"Neutral","300","768"
"Neutral","1997","2149"
"Kavani","141","967"
"Neutral","1964","-1821"
"Neutral","1979","2916"
"Neutral","-881","888"
"Neutral","2039","2121"
"Neutral","-2567","-592"
"Neutral","-580","3141"
"Neutral","-1048","932"
"Neutral","-3085","-652"
"Neutral","2481","-1896"
"Neutral","-2161","1737"
"Neutral","1425","932"
"Neutral","-2480","1736"
"Neutral","2121","1317"
"Neutral","-1521","-585"
"Neutral","-388","1265"
"Neutral","-1046","1446"
"Neutral","-2381","-19"
"Neutral","420","2922"
"Neutral","1724","2611"
"Neutral","-980","-2358"
"Lycentian","-873","-88"
"Neutral","496","1785"
"Neutral","-1682","1906"
"Neutral","-314","-1770"
"Neutral","-134","-1183"
"Lycentian","-426","-674"
"Neutral","15","2029"
"Kavani","760","1173"
"Neutral","-1883","2621"
"Neutral","543","-3019"
"Neutral","633","3277"
"Neutral","-47","-3177"
"Neutral","-1793","1654"
"Neutral","-2843","539"
"Neutral","307","2736"
"Neutral","-3119","470"
"Neutral","2156","-1828"
"Neutral","-1583","-1368"
"Neutral","-1281","1281"
"Foralkan","892","-1141"
"Neutral","1287","743"
"Neutral","-890","1137"
"Neutral","3399","-555"
"Neutral","2590","1386"
"Neutral","-1190","1396"
"Neutral","2064","642"
"Foralkan","782","-873"
"Kavani","246","1130"
"Neutral","-919","-1311"
"Neutral","1508","-491"
"Lycentian","-642","-1038"
"Neutral","1275","807"
"Neutral","-1419","2440"
"Neutral","1060","3108"
"Foralkan","1093","-984"
"Neutral","-1687","-1799"
"Neutral","-1763","-505"
"Neutral","561","3412"
"Neutral","-682","-2457"
"Neutral","-1384","1435"
"Neutral","-300","1153"
"Foralkan","1294","-1094"
"Neutral","1164","1395"
"Neutral","3313","975"
"Neutral","2734","355"
"Neutral","351","483"
"Neutral","2948","-113"
"Neutral","-333","3264"
"Kavani","890","1148"
"Neutral","1691","3037"
"Neutral","-2757","1074"
"Neutral","-328","2698"
"Neutral","1873","2942"
"Neutral","10","2239"
"Lycentian","-492","-932"
"Neutral","894","-1643"
"Neutral","2493","1064"
"Neutral","67","-1129"
"Neutral","-1690","1605"
"Neutral","2274","-1082"
"Neutral","-1436","2631"
"Neutral","-2528","474"
"Neutral","1809","-1898"
"Neutral","98","-1472"
"Neutral","-1559","2520"
"Neutral","2905","1518"
"Neutral","-1755","-473"
"Neutral","2415","1543"
"Neutral","1048","987"
"Neutral","-958","1042"
"Neutral","2745","1596"
"Neutral","-789","2734"
"Neutral","1063","416"
"Neutral","-2407","-2250"
"Neutral","-1060","2953"
"Neutral","3314","220"
"Neutral","9","753"
"Foralkan","1296","-473"
"Neutral","-1888","-1004"
"Neutral","-2655","-249"
"Neutral","1900","-875"
"Neutral","704","-1062"
"Neutral","-1039","-1500"
"Neutral","-319","599"
"Neutral","-718","669"
"Neutral","-3132","800"
"Neutral","-3106","-54"
"Neutral","-80","1231"
"Neutral","-1347","-1947"
"Neutral","2723","-738"
"Neutral","946","1516"
"Neutral","-1941","6"
"Neutral","-425","2904"
"Neutral","-2979","911"
"Neutral","-1424","-1069"
"Neutral","-1087","3119"
"Neutral","1016","-78"
"Neutral","-217","-824"
"Neutral","-2568","-979"
"Neutral","-945","-2411"
"Neutral","-1882","642"
"Neutral","1102","2230"
"Neutral","-3176","-141"
"Neutral","406","-120"
"Neutral","-1004","2551"
"Neutral","1903","-1375"
"Lycentian","-628","-807"
"Neutral","262","-1031"
"Neutral","2802","-955"
"Neutral","-2016","-2215"
"Neutral","3077","-1092"
"Neutral","342","-1839"
"Neutral","-40","-114"
"Neutral","2695","-1850"
"Neutral","1202","740"
"Neutral","1936","-942"
"Neutral","236","-67"
"Neutral","-3073","-447"
"Neutral","1784","762"
"Neutral","-2238","-901"
"Neutral","-1898","-4"
"Neutral","-1349","3110"
"Neutral","-2986","-393"
"Neutral","-3073","1039"
"Neutral","194","1991"
"Neutral","-1402","-1385"
"Kavani","13","1339"
"Neutral","-175","993"
"Neutral","-2321","-628"
"Neutral","-2738","737"
"Neutral","-1","2330"
"Neutral","-3024","-381"
"Neutral","2028","-204"
"Neutral","-1336","-2543"
"Neutral","743","-3066"
"Kavani","641","610"
"Neutral","1911","-1155"
"Lycentian","-516","-881"
"Neutral","-76","1183"
"Lycentian","-570","-199"
"Neutral","2854","927"
"Neutral","-2282","608"
"Neutral","2253","-322"
"Neutral","-770","702"
"Neutral","-389","671"
"Neutral","2491","90"
"Neutral","2243","2677"
"Neutral","-110","-400"
"Neutral","-2607","-263"
"Neutral","23","2842"
"Lycentian","-418","-931"
"Neutral","-1366","34"
"Neutral","2551","664"
"Kavani","28","1452"
"Neutral","-773","-2866"
"Neutral","-1075","201"
"Neutral","1252","867"
"Neutral","-2555","-1507"
"Neutral","1466","1502"
"Neutral","-618","-1420"
"Neutral","-669","1019"
"Neutral","-755","1726"
"Neutral","-626","-2129"
"Neutral","-1945","-453"
"Neutral","-2198","2707"
"Neutral","-1987","520"
"Neutral","-2695","-1333"
"Neutral","2563","-1275"
"Neutral","1643","-2452"
"Neutral","-855","173"
"Neutral","-2599","632"
"Neutral","1261","-232"
"Neutral","-1061","2015"
"Neutral","2741","1833"
"Neutral","-1676","-911"
"Lycentian","-636","-880"
"Neutral","1490","-164"
"Neutral","-1464","-2340"
"Neutral","-75","1667"
"Neutral","95","-1600"
"Neutral","732","1526"
"Neutral","-562","170"
"Neutral","686","-2616"
"Neutral","1168","-2069"
"Neutral","1835","-290"
"Neutral","3051","-129"
"Neutral","394","3549"
"Neutral","-80","1356"
"Neutral","1653","1768"
"Neutral","78","2184"
"Neutral","2537","-2253"
"Neutral","-1730","1632"
"Neutral","-2019","-1103"
"Neutral","198","2613"
"Neutral","-381","1896"
"Neutral","-537","1323"
"Neutral","-3127","-723"
"Neutral","-1781","2562"
"Neutral","2941","-64"
"Neutral","2765","-951"
"Neutral","-3036","-7"
"Neutral","64","-295"
"Neutral","-1357","-1248"
"Neutral","1728","3160"
"Neutral","-484","-2067"
"Neutral","239","-2542"
"Foralkan","989","-316"
"Neutral","-1672","-459"
"Neutral","194","-2506"
"Neutral","-1980","607"
"Neutral","2028","1999"
"Neutral","-2114","882"
"Neutral","-973","-497"
"Neutral","-455","-2005"
"Neutral","962","-1772"
"Neutral","-140","-1499"
"Neutral","691","2784"
"Neutral","-1458","2985"
"Neutral","1388","-1748"
"Neutral","2641","368"
"Neutral","300","1787"
"Neutral","-1084","-2224"
"Neutral","2332","365"
"Neutral","-464","3056"
"Neutral","-1062","-2145"
"Neutral","-571","1085"
"Neutral","2483","-499"
"Neutral","-213","592"
"Neutral","-169","3143"
"Neutral","3087","-1462"
"Neutral","-966","-550"
"Neutral","2492","-1618"
"Neutral","1481","2709"
"Neutral","746","-2496"
"Lycentian","-222","-471"
"Foralkan","1054","-399"
"Neutral","1335","169"
"Neutral","-2084","379"
"Neutral","92","2239"
"Neutral","-2049","377"
"Neutral","1456","649"
"Neutral","-2618","1517"
"Neutral","-137","146"
"Neutral","2003","-273"
"Neutral","-639","1112"
"Neutral","2329","-1392"
"Neutral","-2609","-143"
"Foralkan","1108","-501"
"Lycentian","-398","-953"
"Neutral","-2531","1303"
"Neutral","-1915","437"
"Neutral","3040","-198"
"Neutral","-511","-2196"
"Neutral","-2507","1112"
"Neutral","-220","1999"
"Neutral","-317","-960"
"Neutral","630","2231"
"Neutral","-991","1944"
"Neutral","2326","-1039"
"Lycentian","-374","-723"
"Neutral","-546","-2935"
"Neutral","-82","-2014"
"Neutral","1397","226"
"Neutral","-790","-2659"
"Neutral","-157","-2604"
"Neutral","-798","2856"
"Neutral","868","-1566"
"Neutral","-591","1247"
"Neutral","-1221","949"
"Neutral","-1588","-2527"
"Neutral","-715","-2849"
"Neutral","-913","3194"
"Neutral","-310","-925"
"Neutral","2193","-428"
"Neutral","-593","-2866"
"Neutral","-1938","-2252"
"Neutral","-947","3190"
"Neutral","-792","-2063"
"Neutral","-627","342"
"Neutral","26","805"
"Neutral","-1682","-2126"
"Neutral","-413","3042"
"Neutral","-887","2825"
"Lycentian","-493","-539"
"Neutral","-1902","1958"
"Neutral","2579","-195"
"Neutral","1179","1075"
"Neutral","1208","-2691"
"Neutral","670","-782"
"Neutral","-2318","1169"
"Neutral","-1055","546"
"Neutral","-756","-1642"
"Neutral","1694","2876"
"Neutral","-2266","-531"
"Neutral","1702","730"
"Neutral","994","-1908"
"Neutral","-710","729"
"Neutral","-1782","-1019"
"Foralkan","697","-514"
"Neutral","1037","344"
"Neutral","1490","2493"
"Neutral","-725","2418"
"Neutral","-2494","1082"
"Foralkan","1178","-1074"
"Neutral","232","3377"
"Neutral","0","2471"
"Neutral","-1870","-745"
"Neutral","723","3491"
"Neutral","530","-1744"
"Neutral","-1192","-2273"
"Neutral","713","1603"
"Neutral","2694","-1580"
"Neutral","2674","2731"
"Neutral","761","3500"
"Neutral","3008","-1165"
"Neutral","236","-128"
"Neutral","-2069","-902"
"Neutral","2294","-61"
"Neutral","509","-127"
"Neutral","2069","1159"
"Lycentian","-582","-248"
"Neutral","-1496","-917"
"Neutral","666","-1383"
"Neutral","-156","1947"
"Neutral","-379","2953"
"Neutral","1780","-240"
"Neutral","707","2177"
"Neutral","-1816","640"
"Neutral","559","2933"
"Neutral","-1049","-504"
"Neutral","-726","930"
"Neutral","-2308","-522"
"Foralkan","1197","-989"
"Neutral","-2383","616"
"Neutral","1123","-1758"
"Neutral","-2659","541"
"Neutral","-1240","2363"
"Neutral","-929","257"
"Neutral","2053","-252"
"Neutral","-464","691"
"Neutral","-2227","-1482"
"Neutral","2658","1406"
"Neutral","-1032","-2154"
"Neutral","575","3167"
"Neutral","-1219","2487"
"Neutral","1827","-959"
"Neutral","-2672","694"
"Neutral","-913","-1741"
"Lycentian","-907","-2"
"Neutral","2956","-1579"
"Neutral","-2117","2545"
"Neutral","-1422","-1481"
"Neutral","123","3281"
"Neutral","-325","-859"
"Neutral","-1758","996"
"Neutral","-1368","127"
"Neutral","-1412","1830"
"Neutral","1381","609"
"Neutral","-268","3033"
"Neutral","-76","-75"
"Neutral","811","-3040"
"Neutral","28","2232"
"Neutral","-565","1016"
"Neutral","-2488","-844"
"Neutral","-938","-2110"
"Neutral","-3020","1156"
"Neutral","-82","3319"
"Neutral","-2186","-1492"
"Neutral","-1150","-142"
"Kavani","696","1081"
"Lycentian","-617","-718"
"Neutral","1969","2868"
"Neutral","115","-2026"
"Neutral","3453","247"
"Neutral","-1002","-2376"
"Neutral","194","-2569"
"Neutral","2314","-2046"
"Neutral","-573","1802"
"Neutral","-1751","-793"
"Neutral","511","3252"
"Neutral","-524","1180"
"Neutral","-1757","-754"
"Neutral","-57","-770"
"Lycentian","-468","-580"
"Kavani","147","1187"
"Neutral","-158","2652"
"Lycentian","-299","-497"
"Lycentian","-547","-1071"
"Neutral","607","3414"
"Neutral","-1464","1215"
"Kavani","602","1436"
"Neutral","-541","565"
"Neutral","-673","-2040"
"Neutral","-228","2375"
"Neutral","104","-2090"
"Neutral","-2468","1902"
"Neutral","943","1345"
"Neutral","-2506","-81"
"Neutral","1494","1523"
"Lycentian","-743","-655"
"Neutral","-2338","49"
"Neutral","-225","536"
"Neutral","2717","947"
"Neutral","2757","1489"
"Neutral","-797","2304"
"Neutral","2601","-1670"
"Kavani","-22","1435"
"Neutral","-1535","-2284"
"Neutral","-2343","1402"
"Neutral","1107","-2814"
"Neutral","-2070","1007"
"Neutral","220","-3132"
"Neutral","-221","2015"
"Neutral","-858","1134"
"Syndicate","-1858","733"
"Neutral","690","2204"
